slug	cultivar	price	note	url	image	hybridizer	year	parentage	color	branches	budcount	form	foliagetype	seedlingnum	bloomhabit	fragrance	scapeheight	bloomseason	rebloom	bloomsize	ploidy	sculpting	id
long-live-the-queen	Long Live The Queen	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=160246	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Long_Live_The_Queen.jpg	Townsend-J.	2008	((Belle Cook × J.T. Davis) × unknown)	pink with small gold eye and wide edge above green throat	4	18		Semi-Evergreen	TS052	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		160246
look-here-mary	Look Here Mary	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=29495	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Look Here Mary_1504131737.jpg	Cranshaw	1986	(Kenneth Johnson × Dublin Sally)	yellow self with green throat				Semi-Evergreen	Y-8424	Extended	Fragrant	30 in, (76 cm) 	Midseason,Rebloom		11 in, (28 cm) 	Diploid		29495
lord-of-riches	Lord Of Riches	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=144060	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lord_of_Riches.jpg	Carr	2001	(Ida's Magic × Pure Indulgence)	clear red with pale red watermark above yellow green throat	5	30		Evergreen	BC0116	Diurnal	Fragrant	29 in, (74 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		144060
louis-the-sixteenth	Louis The Sixteenth	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=6476	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Louis_the_Sixteenth.jpg	Petit	1994	(sdlg ×  (Desert Jewel × (Queen's Cape × Desert Jewel)))	purple self with gold edge and green throat				Evergreen		Diurnal		20 in, (51 cm) 	Midseason		6 in, (15 cm) 	Tetraploid		6476
love-struck	Love Struck			https://daylilies.org/DaylilyDB/detail.php?id=164014	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lovestruck.jpg	DeVito	2011	(unknown × unknown)	magenta grape purple makes way to a chalky gray violet watermark followed by a large green throat, bright yellow ruffles	4	29		Evergreen	ND08-173	Diurnal		29 in, (74 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		164014
lovely-ladybug	Lovely Ladybug	$10.00	sale 10 sf	https://daylilies.org/DaylilyDB/detail.php?id=46749	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lovely_Ladybug.jpg	Hansen	1999	(unknown × unknown)	red with light red border above emerald throat	5	28		Evergreen	LOVLB	Nocturnal		28 in, (71 cm) 	Early,Rebloom		3.75 in, (10 cm) 	Tetraploid		46749
luci-dargento	Luci d'Argento			https://daylilies.org/DaylilyDB/detail.php?id=179257	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/luci_dargento.jpg	Garrett-L.	2015	(Silver Run × Dinett Sue)	silvery white with chartreuse throat	3	20		Evergreen	12-SRDS-2	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Diploid		179257
luck-of-the-draw	Luck Of The Draw	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=141347	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Luck_of_the_Draw.jpg	Salter	2001		very pale ivory rose with dark plum eye and edge above bright green throat	4	35		Semi-Evergreen	SP-9	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		4.75 in, (12 cm) 	Tetraploid		141347
lucky-streak	Lucky Streak			https://daylilies.org/DaylilyDB/detail.php?id=156186	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lucky_Streak.jpg	Murphy-J.P.	2007	(After Awhile Crocodile × Planet Max)	reddish purple with white midrib and edge above green throat	2	18	Unusual FormCascade	Semi-Evergreen	2901AAWCPM	Extended	Fragrant	37 in, (94 cm) 	Midseason-Late		7 in, (18 cm) 	Diploid		156186
lycean	Lycean	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=157010	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/lycean.jpg	Petit	2008	(Gary Colby × Forbidden Desires)	lavender with lighter watermark and gold edge above green throat				Semi-Evergreen	S-08-12	Diurnal	Fragrant	27 in, (69 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		157010
lyndells-pink-lemonade	Lyndell's Pink Lemonade			https://daylilies.org/DaylilyDB/detail.php?id=149583	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Lyndells_Pink_Lemonade.jpg	Tomlinson	2004	(Indy Long Legs × Magic of Oz)	pink lavender blend above yellow to chartreuse throat	4	25	Unusual FormCrispate	Semi-Evergreen	N-98-01	Diurnal		46 in, (117 cm) 	Midseason		5.5 in, (14 cm) 	Diploid		149583
macchia	Macchia			https://daylilies.org/DaylilyDB/detail.php?id=170938	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Macchia.jpg	Trimmer	2012	(sdlg × Tet. Stellar Double Rose)	zinfandel purple with white edge	1	20	Double 90%	Evergreen	8-66	Diurnal	Fragrant	28 in, (71 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		170938
mach-one	Mach One			https://daylilies.org/DaylilyDB/detail.php?id=159485	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mach_One.jpg	Mauck	2008	(unknown × Imperial Elegance)	light yellow with light mulberry band above green throat	5	27	Polymerous 85%	Dormant	LLM-T1	Diurnal		34 in, (86 cm) 	Midseason-Late,Rebloom		7 in, (18 cm) 	Tetraploid		159485
madly-red	Madly Red	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=145995	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Madly_Red.jpg	Kirchhoff-D.	2002	(sdlg × sdlg)	red with gold edge above yellow to green throat	4	22		Evergreen		Extended		18 in, (46 cm) 	Extra Early,Rebloom		5 in, (13 cm) 	Tetraploid		145995
magical-marrakech	Magical Marrakech			https://daylilies.org/DaylilyDB/detail.php?id=161720	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Magical Marrakech 6262-E.jpg	Stamile	2009	(Violet Becomes You × ((Scarlet Lace × Seize the Night) × Complementary Colors))	purple with chartreuse green edge above green throat	5	55		Evergreen	6262-E	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		161720
magnificent-grape	Magnificent Grape			https://daylilies.org/DaylilyDB/detail.php?id=161685	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MAGNIFICENT GRAPE 6262-F.jpg	Stamile	2009	(Violet Becomes You × ((Scarlet Lace × sdlg) × Complementary Colors))	purple with orange gold edge above green throat	5	30		Evergreen	6262-F	Diurnal		34 in, (86 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		161685
mahogany-cavalcade	Mahogany Cavalcade			https://daylilies.org/DaylilyDB/detail.php?id=183445	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mahogany Cavalcade.jpg	Salter-E.H.	2017	(unknown × unknown)	pale mahogany with deeper triangular eye pattern with deeper mahogany brown eye surrounding large green throat				Evergreen	ES17-13	Diurnal		30 in, (76 cm) 	Midseason,Rebloom		3.75 in, (10 cm) 	Diploid		183445
the-anointed-one	The Anointed One			https://daylilies.org/DaylilyDB/detail.php?id=157024	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The_Anointed_One.jpg	Petit	2008	(((Barbie In Pink × April LaQuinta) × Aloha Hawaii) × (Fine French Porcelain × Tranquil Horizon))	coral self with gold wire edge	3	28		Semi-Evergreen	S09-13	Diurnal		28 in, (71 cm) 	Midseason,Rebloom		7.5 in, (19 cm) 	Tetraploid		157024
louisiana-jones	Louisiana Jones	$18.00		https://daylilies.org/DaylilyDB/detail.php?id=159702	https://www.daylilies.org/DaylilyDB/AHSPhoto/L/Louisiana Jones.jpg	Wilkerson	2010	((Mildred Mitchell × Eyes Right Jones) × God Save the Queen)	dark lavender with purple eye and edge with gold and purple teeth above a green throat	5	34		Evergreen	050747	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		159702
mahogany-crystal	Mahogany Crystal			https://daylilies.org/DaylilyDB/detail.php?id=183446	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mahogany Crystal.jpg	Salter-E.H.	2017	(Tet. Dark Mosaic × sdlg)	dark rich mahogany with deep olive heart, sometimes has a hint of a deeper, shadowy, mahogany eye, very round form				Evergreen	ES17-04	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		4.75 in, (12 cm) 	Tetraploid		183446
majorca-isle	Majorca Isle	$18.00		https://daylilies.org/DaylilyDB/detail.php?id=174029	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Majorcaisle.jpg	Petit	2013	((Seductive Hideaway × Lovely and Amazing) × Raspberry Souffle)	rose to coral pink double with a red eye on the petals and petaloids that continues around the petals and petaloids as a red edge and wire gold edge		20	Double 95%	Semi-Evergreen	S14-20	Diurnal	Fragrant	30 in, (76 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		174029
making-an-impact	Making An Impact	$25.00		https://daylilies.org/DaylilyDB/detail.php?id=167753	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MAKING A IMPACT.jpg	Joiner-J.	2011	(sdlg × sdlg)	burgundy self above a yellow to green throat	2	15	Double 95%	Evergreen	J05-DD-UF-Double151	Diurnal	Fragrant	34 in, (86 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Diploid		167753
maleny-debutante	Maleny Debutante	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=6685	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Maleny_Debutante.jpg	Alexander-S.	1993	(sdlg × Elsie Spalding)	pastel peach pink with rose pink star shaped eyezone above green throat				Evergreen	85/2ES	Extended	Fragrant	28 in, (71 cm) 	Early		4 in, (10 cm) 	Diploid		6685
mandarin-corsage	Mandarin Corsage			https://daylilies.org/DaylilyDB/detail.php?id=152123	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/mandarin_corsage.jpg	Stamile	2005	((Clovette Adams × (Sudden Fire × Tet. Frances Joiner)) × ((Anasazi × Tet. Siloam Double Classic) × (Sudden Fire × Tet. Sudden Fire)))	mandarin red self above green throat	5	25	Double 99%	Dormant	2132-A	Diurnal		25 in, (64 cm) 	Early-Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		152123
mandarin-cowboy	Mandarin Cowboy			https://daylilies.org/DaylilyDB/detail.php?id=161976	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mandarin_Cowboy.jpg	Hansen-D.	2009	(((Beyond Borders × Girls Gone Wild) × ((What a Surprise × Praying for Miracles) × sdlg))	white with mandarin edge above yellow throat	4	20		Evergreen	7RENE8			22 in, (56 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		161976
mandarin-seas	Mandarin Seas	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=147744	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/mandarin_seas.jpg	Stamile	2003	(Rose Fireglow × (Wish Fulfillment × Northern Glitter))	lavender wash with orange watermark and edge above green throat	6	43		Semi-Evergreen	1326	Diurnal		25 in, (64 cm) 	Early-Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		147744
marion-tyus	Marion Tyus	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=153492	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Marion_Tyus.jpg	Eller-N.	2005	(Night Embers × sdlg)	purple with darker eye above yellow green throat	3	23	Double 95%	Evergreen	NE0031	Diurnal	Fragrant	26 in, (66 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		153492
marks-bouquet	Mark's Bouquet	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=154495	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MARKSBOUQUET.jpg	Agosta	2006	(Vincenza × Nebuchadnezzar's Furnace)	yellow overlayed with red dots and eye above small green throat	4	22		Evergreen	3A-4-1	Diurnal		22 in, (56 cm) 	Early,Rebloom		4.25 in, (11 cm) 	Diploid		154495
marks-choice	Mark's Choice			https://daylilies.org/DaylilyDB/detail.php?id=172837	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Marks Choice.jpg	DeVito	2013	(Ima Bigtimer × Glamoureyez)	light cream with dark purple eye leading to bright green throat, double edge matches eye with dark purple and cream	4	28		Evergreen	ND10-17	Diurnal		34 in, (86 cm) 	Early-Midseason,Rebloom		6.75 in, (17 cm) 	Tetraploid		172837
marked-by-lydia	Marked By Lydia	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=6787	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Marked By Lydia Monbeck_1523496384.jpg	Temple	1994	(Mountain Top Experience × Garden Portrait)	medium yellow spider with purple eyezone above green throat			Spider 5.31:1	Semi-Evergreen		Extended		29 in, (74 cm) 	Early,Rebloom		8.5 in, (22 cm) 	Diploid		6787
martha-adams	Martha Adams	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=30576	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Martha Adams.jpg	Spalding-W.	1979		pink self with green throat				Evergreen	78-22	Extended		19 in, (48 cm) 	Early-Midseason		6.75 in, (17 cm) 	Diploid		30576
martha-ann-mcwilliams	Martha Ann Mcwilliams			https://daylilies.org/DaylilyDB/detail.php?id=172602	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Martha-Anne-McWilliams.jpg	Petit	2013	((Fire Down Below ×  Roses and Gold) ×  Velvet Throne)	blood red with green throat and white picotee				Semi-Evergreen	13-8	Diurnal		32 in, (81 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		172602
martha-reed	Martha Reed	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=30596	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Martha_Reed.jpg	Gates-L.	1990		light pink self with green throat				Semi-Evergreen	PI-408-87	Extended	Fragrant	26 in, (66 cm) 	Early,Rebloom		6 in, (15 cm) 	Diploid		30596
mary-lois-burgess	Mary Lois Burgess			https://daylilies.org/DaylilyDB/detail.php?id=142721	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mary_Lois_Burgess.jpg	Kirchhoff-D.	2000	(sdlg × Siloam Double Classic)	lavender pink with deeper lavender halo above yellow to green throat	5	35	Double 99%	Evergreen	DK128-1	Extended		28 in, (71 cm) 	Early-Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		142721
marys-gold	Mary's Gold			https://daylilies.org/DaylilyDB/detail.php?id=30764	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mary's Gold.jpg	McDonell-H.	1984		brilliant golden orange self with green throat				Dormant	CCSB-82	Diurnal		34 in, (86 cm) 	Midseason		6.5 in, (17 cm) 	Tetraploid		30764
mask-of-eternity	Mask Of Eternity	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=6859	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mask_Of_Eternity.jpg	Salter	1996	(Moonlit Masquerade × sdlg)	cream with purple eyezone				Evergreen		Diurnal		28 in, (71 cm) 	Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		6859
master-of-the-moon	Master Of The Moon	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=166930	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Master of the Moon.jpg	Salter-E.H.	2010	(unknown × unknown)	pale lavender rose flower with a washed chalky white eye  surrounding a yellow green throat, sepals are a pale chalky pink lavender				Evergreen				22 in, (56 cm) 	Midseason,Rebloom		3.5 in, (9 cm) 	Diploid		166930
matisse	Matisse	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=30821	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Matisse.jpg	Munson-R.W.	1984	(unknown × unknown)	originally registered as Matissee; rose pink blend with yellow green throat				Evergreen		Diurnal		24 in, (61 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		30821
maurepas-peach-cobbler	Maurepas Peach Cobbler			https://daylilies.org/DaylilyDB/detail.php?id=166598	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MAUREPAS PEACH COBBLER.jpg	Rossie	2011	(King Kahuna × Charming Ethel Smith)	peach with yellow hints, green throat, rose pink halo	3	10	Double 95%	Evergreen	133	Diurnal		26 in, (66 cm) 	Midseason		6.75 in, (17 cm) 	Diploid		166598
medicine-feather	Medicine Feather	$10.00	sale 9 sf	https://daylilies.org/DaylilyDB/detail.php?id=143636	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Medicine Feather revised.jpg	Roberts-N.	2001		light garnet with darker eye above yellow green throat	3	15	Spider 4.67:1	Semi-Evergreen	98-129	Extended	Fragrant	48 in, (122 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Diploid		143636
medieval-splendor	Medieval Splendor	$8.00	sale 6 sf	https://daylilies.org/DaylilyDB/detail.php?id=6918	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Medieval Splendor.jpg	Salter	1991		soft lavender with deep lavender purple eyezone above green throat				Dormant		Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		6918
meet-joe-black	Meet Joe Black			https://daylilies.org/DaylilyDB/detail.php?id=143706	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/meet_joe_black.jpg	Petit	2002	((Mardi Gras Ball × sdlg) × Awesome Blossom)	peach with black purple eye and edge above green throat				Semi-Evergreen	2000F10	Diurnal		26 in, (66 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		143706
memphis	Memphis	$30.00		https://daylilies.org/DaylilyDB/detail.php?id=157435	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/memphis.jpg	Trimmer	2008	(London Calling × sdlg)	pink ivory self above green throat	3	26		Evergreen		Diurnal	Fragrant	31 in, (79 cm) 	Midseason,Rebloom		6.75 in, (17 cm) 	Tetraploid		157435
mendocino	Mendocino	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=31172	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mendocino.jpg	Morss	1989		medium lavender with royal purple eyezone and bright green throat				Semi-Evergreen	831-32C2CHOM-D-86	Extended		28 in, (71 cm) 	Extra Early,Rebloom		5.75 in, (15 cm) 	Tetraploid		31172
mephistopheles	Mephistopheles	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=31180	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MEPHISTOPHELES.jpg	Moldovan	1990	(Strutter's Ball × Grand Masterpiece)	dark violet purple with small round pale yellow green throat				Dormant	0-=3C	Extended	Fragrant	30 in, (76 cm) 	Early-Midseason,Rebloom		5.66 in, (14 cm) 	Tetraploid		31180
meringue-mirage	Meringue Mirage			https://daylilies.org/DaylilyDB/detail.php?id=46638	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Meringue_Mirage.jpg	Apps	1999	(Siloam Double Classic × Frances Joiner)	cream and yellow orange blend above green yellow throat	4	18	Double 100%	Dormant	96-84	Diurnal	Fragrant	33 in, (84 cm) 	Midseason		5.25 in, (13 cm) 	Diploid		46638
mermaid-harbor	Mermaid Harbor			https://daylilies.org/DaylilyDB/detail.php?id=183464	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mermaid Harbor.jpg	Hansen-D.	2017	(sdlg × Michigan Nikki)	beige with complex eye of sepia and metallic, gold throat	3	15		Evergreen	3uPA9	Diurnal		38 in, (97 cm) 	Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		183464
mermaid-wishes	Mermaid Wishes			https://daylilies.org/DaylilyDB/detail.php?id=175444	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mermaid Wishes.jpg	Salter-E.H.	2014	(unknown × unknown)	pale ivory cream with a slight pink tint, large blue violet circular eye and green throat, petal edges carry some tiny teeth				Semi-Evergreen	ES-14S-03	Diurnal		32 in, (81 cm) 	Midseason-Late,Rebloom		4.25 in, (11 cm) 	Tetraploid		175444
merry-moppet	Merry Moppet	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=141364	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/merry moppet.jpg	Salter-E.H.	2002		yellow with red eye and edge above green throat	4	25		Semi-Evergreen	FLS-9	Diurnal		27 in, (69 cm) 	Early-Midseason,Rebloom		3.5 in, (9 cm) 	Tetraploid		141364
merry-morgan	Merry Morgan			https://daylilies.org/DaylilyDB/detail.php?id=159748	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/MerryMorgan.jpg	Bunting	2008	(Peach Magnolia × unknown)	pink yellow blend with yellow edge above yellow throat	2	8	Polymerous 99%	Semi-Evergreen	BUN004-7	Diurnal		24 in, (61 cm) 	Early-Midseason		6.5 in, (17 cm) 	Diploid		159748
mesa-verde	Mesa Verde			https://daylilies.org/DaylilyDB/detail.php?id=161708	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mesa_Verde.jpg	Stamile	2009	(Carefree Sunset × Tet. Royal Pink Twist)	coral pink with gold edge above deep green throat	6	35		Evergreen	6130	Diurnal	Fragrant	33 in, (84 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		161708
metallic-montage	Metallic Montage			https://daylilies.org/DaylilyDB/detail.php?id=167633	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Metallic Montage.jpg	Lambertson	2011	(Laughing Falcon × Pinched Perfection)	purple petals and sepals, metallic gray eye and edge, cream and yellow teeth, green throat	3	20		Semi-Evergreen	LL0192	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		167633
mia-bella-of-gascone	Mia Bella of Gascone			https://daylilies.org/DaylilyDB/detail.php?id=171012	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/Mia Bella.jpg	Gaskins	2012	(Leprechaun Prince × Born to Run)	rose to jasper self, heavy gold edge	4	30		Evergreen	a-51-2010-LPXBTR	Diurnal	Fragrant	29 in, (74 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		171012
michael-miller	Michael Miller			https://daylilies.org/DaylilyDB/detail.php?id=141088	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/michael_miller.jpg	Stamile	2000	(Great White × Platinum and Gold)	white with gold edge above green throat	3	22		Evergreen	7419-G	Diurnal		30 in, (76 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		141088
micro-chip	Micro Chip			https://daylilies.org/DaylilyDB/detail.php?id=146432	https://www.daylilies.org/DaylilyDB/AHSPhoto/M/micro_chip.jpg	Trimmer-J.	2005	(Penny Pinsley × Tropical Delight)	coral pink with pale rouge eye above yellow throat	4	35	Double 95%	Evergreen		Diurnal		19 in, (48 cm) 	Late,Rebloom		2.87 in, (7 cm) 	Diploid		146432
