slug	cultivar	price	note	url	image	hybridizer	year	parentage	color	branches	budcount	form	foliagetype	seedlingnum	bloomhabit	fragrance	scapeheight	bloomseason	rebloom	bloomsize	ploidy	sculpting	id
snow-blizzard	Snow Blizzard	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=10078	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Snow_Blizzard.jpg	Joiner	1994	(sdlg × Frances Joiner)	cream yellow with yellow green throat			Double	Dormant	90-DD-IRO-FJ-4	Diurnal	Fragrant	36 in, (91 cm) 	Midseason-Late,Rebloom		7 in, (18 cm) 	Diploid		10078
so-lovely	So Lovely	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=39827	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/so_lovely.jpg	Lenington-G.	1969	(sdlg × White Formal)	near white self with green throat				Semi-Evergreen	L76-154W	Diurnal		30 in, (76 cm) 	Midseason		5.5 in, (14 cm) 	Diploid		39827
smiling-ladies	Smiling Ladies	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=145144		Arnold-L	2001	(Mumbo Jumbo × sdlg)	medium rose pink bitone with white midribs above large bright yellow throat	4	15		Evergreen	98-004	Diurnal	Fragrant	23 in, (58 cm) 	Early-Midseason,Rebloom		8 in, (20 cm) 	Diploid		145144
so-many-stars	So Many Stars	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=46598	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/So_Many_Stars.jpg	Kaskel	1999	(((sdlg × Pirate's Patch) × (sdlg × Pirate's Patch)) × Tet. Rainbow Spangles)	cream purple with purple eye above chartreuse throat	4	38		Evergreen	96-502	Diurnal		34 in, (86 cm) 	Midseason-Late,Rebloom		6.5 in, (17 cm) 	Tetraploid		46598
solid-mahogany	Solid Mahogany	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=10122	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Solid_Mahogany.jpg	Webster	1993		mahogany red self			Double	Dormant	TDOU 9451	Diurnal		26 in, (66 cm) 	Midseason		6 in, (15 cm) 	Tetraploid		10122
some-like-it-hot	Some Like It Hot	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=141820	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Some_Like_It_Hot.jpg	Carr	2000	(Tangerine Horses × Burgundy Baroness)	orange copper blend with light orange copper watermark and deep orange copper band with yellow edge above yellow green throat	4	30		Evergreen	BC003	Diurnal	Fragrant	25 in, (64 cm) 	Early-Midseason,Rebloom		5.25 in, (13 cm) 	Tetraploid		141820
some-what-peculiar	Some What Peculiar	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=157471	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Somewhat Peculiar from Conway.jpg	Townsend-J.	2007	(Autumn Memories × J.T. Davis)	melon with darker wide edge above green throat	4	20		Semi-Evergreen	AMJT0041	Diurnal		29 in, (74 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		157471
somewhat-tan	Somewhat Tan	$12.00	sale 8 sf	https://daylilies.org/DaylilyDB/detail.php?id=159807	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Somewhat_Tan.jpg	Townsend-J.	2008	(unknown × unknown)	tan with purple eye and double purple gold edge above gold to green throat	4	20		Semi-Evergreen	TS04165	Diurnal		27 in, (69 cm) 	Early-Midseason,Rebloom		6.25 in, (16 cm) 	Tetraploid		159807
song-in-my-heart	Song In My Heart	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=144011	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Song_in_my_Heart.jpg	Carpenter-J.	2002	(American Romeo × sdlg)	pink with cream pink watermark above green throat	4	20		Evergreen	JC-00-171	Diurnal	Fragrant	26 in, (66 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		144011
song-of-spring	Song Of Spring	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=10150	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Song of Spring Jarvis_1537483166.jpg	Carpenter-J.	1991		apricot self				Dormant	JC-89-20	Diurnal	Fragrant	22 in, (56 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Diploid		10150
song-writer	Song Writer	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=147724	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Song_Writer.jpg	Stamile	2003	((San Ignacio × Ed Brown) × Tet. Grace Pierce)	deep rose self above citron green throat	6	40		Evergreen	1232-F	Diurnal	Very Fragrant	25 in, (64 cm) 	Extra Early,Rebloom		6.75 in, (17 cm) 	Tetraploid		147724
sonoma	Sonoma	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=153047	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sonoma.jpg	Trimmer	2005	(((Enchanted April × Admiral's Braid) × (Enchanted April × Ida's Braid)) × Tet. Connie Burton)	rose pink self above green throat	2	24		Evergreen		Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		153047
sophisticated-statement	Sophisticated Statement			https://daylilies.org/DaylilyDB/detail.php?id=169949	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sophisticated Statement.jpg	Salter-E.H.	2012	(unknown × unknown)	round and full, bright lavender pink with a multiple eye pattern of pink, lavender, magenta, light violet and purple above a bright lime green throat				Semi-Evergreen	ES-7 S2012	Diurnal		22 in, (56 cm) 	Midseason,Rebloom		3.5 in, (0 cm) 	Diploid		169949
south-georgia-peaches	South Georgia Peaches			https://daylilies.org/DaylilyDB/detail.php?id=152441	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/South_Georgia_Peaches.jpg	Bell-T.	2005	(sdlg × It's a Miracle)	peach self above green throat	5	40		Evergreen	525-03	Diurnal	Fragrant	35 in, (89 cm) 	Early-Midseason,Rebloom		5.25 in, (13 cm) 	Tetraploid		152441
south-seas	South Seas	$8.00	sale 12 sf	https://daylilies.org/DaylilyDB/detail.php?id=161007	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SOUTH SEAS.jpg	Moldovan	1993	(Chicago Apache × Ming Porcelain)	tangerine coral with red coral band above yellow green throat				Dormant	#88-20		Fragrant	30 in, (76 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		161007
southern-classic	Southern Classic			https://daylilies.org/DaylilyDB/detail.php?id=172548	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/southernclassic.jpg	Rea-C.	2013	(Kitty Wells × sdlg)	pale yellow with huge strong scapes	3	22		Evergreen	CB10-019	Diurnal		34 in, (86 cm) 	Midseason,Rebloom		6.75 in, (17 cm) 	Tetraploid		172548
spacecoast-behavior-pattern	Spacecoast Behavior Pattern			https://daylilies.org/DaylilyDB/detail.php?id=155356	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Behavior_Pattern.jpg	Kinnebrew-J.	2006	(Spacecoast Sea Shells × Lighter than Air)	cream with purple eye and picotee edge	3	22		Evergreen	SCSeaShellsXLAir	Diurnal		32 in, (81 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		155356
spacecoast-black-sensation	Spacecoast Black Sensation			https://daylilies.org/DaylilyDB/detail.php?id=180232	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SPACECOAST-BLACK-SENSATION-1_1514904528.jpg	Kinnebrew-Gossard	2016	(Spacecoast Dark Obsession × Spacecoast Dark Obsession sib)	near black with gold edge, yellow green throat	4	25		Evergreen	BLACKFRIDAYF2	Diurnal	Fragrant	32 in, (81 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		180232
spacecoast-chomp-chomp	Spacecoast Chomp! Chomp!			https://daylilies.org/DaylilyDB/detail.php?id=167663	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SCChompChomp.jpg	Kinnebrew-J.	2011	(Spacecoast Loose Tooth × Heman)	dark red with white toothy edge	3	18		Semi-Evergreen	(SC LT X Heman)	Diurnal		36 in, (91 cm) 	Early,Rebloom		10 in, (25 cm) 	Tetraploid		167663
spacecoast-color-scheme	Spacecoast Color Scheme			https://daylilies.org/DaylilyDB/detail.php?id=160114	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SC_Color_Scheme.jpg	Kinnebrew-J.	2008	(Spacecoast Small Talk × Lil' Red Wagon)	ruffled red tan bicolor	4	36		Semi-Evergreen	SCSTX Lil Red Wagon	Diurnal		22 in, (56 cm) 	Extra Early,Rebloom		3.5 in, (9 cm) 	Tetraploid		160114
spacecoast-cool-deal	Spacecoast Cool Deal	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=45769	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Cool_Deal.jpg	Kinnebrew-J.	1999	(Wedding Band × Ida's Magic)	lavender with yellow halo and gold edge above yellow throat	3	24		Semi-Evergreen	WBXIM	Diurnal		24 in, (61 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		45769
spacecoast-cotton-candy	Spacecoast Cotton Candy	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=144341	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Cotton_Candy.jpg	Kinnebrew-J.	2001	(Spacecoast Sweetness × Desert Dreams)	peach pink blend above yellow throat	4	30		Semi-Evergreen	DDXSSW	Diurnal		25 in, (64 cm) 	Early,Rebloom		5.25 in, (13 cm) 	Tetraploid		144341
spacecoast-dark-lord	Spacecoast Dark Lord	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=162933	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Dark Lord.jpg	Kinnebrew-J.	2009	(Karen Stephens × Spacecoast Dark Obsession)	black red with gold edge	3	22		Semi-Evergreen	KS X SCDO	Diurnal		28 in, (71 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		162933
spacecoast-dark-obsession	Spacecoast Dark Obsession	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=160109	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Dark_Obsession.jpg	Kinnebrew-J.	2008	(sdlg × sdlg)	dark red with ruffled gold edge	4	40		Semi-Evergreen	SC R Yell X JN PI F2	Diurnal		34 in, (86 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		160109
spacecoast-dream-catcher	Spacecoast Dream Catcher	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=152804	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sc_Dream_Catcher.jpg	Kinnebrew-J.	2005	(Spacecoast Raspberry Mist × Enchanting Esmerelda)	pink with rose halo above green throat	4	30		Semi-Evergreen	R.Mist x E.ESM	Diurnal		30 in, (76 cm) 	Early,Rebloom		6.5 in, (17 cm) 	Tetraploid		152804
spacecoast-extreme-fashion	Spacecoast Extreme Fashion	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=141841	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Extreme_Fashion.jpg	Kinnebrew-J.	2000	(Spacecoast Sweetness × Spacecoast Starburst)	pink peach blend	3	25		Semi-Evergreen	(SCSTXSSW)	Diurnal		21 in, (53 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		141841
spacecoast-francis-busby	Spacecoast Francis Busby	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=165528	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Francis Busby.jpg	Kinnebrew-J.	2010	(Sunny Valentine × Spacecoast Blood Diamond)	bright red with orange halo and gold edge	4	28		Evergreen		Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		165528
spacecoast-gold-bonanza	Spacecoast Gold Bonanza	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=146669	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Gold Bonanza.jpg	Kinnebrew-J.	2002	(Spacecoast Krinkles × Sherry Lane Carr)	yellow blend above green throat	3	18		Semi-Evergreen	SCKRINKLESXSLC	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		6.75 in, (17 cm) 	Tetraploid		146669
spacecoast-hollywood-knights	Spacecoast Hollywood Knights			https://daylilies.org/DaylilyDB/detail.php?id=177268	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Hollywood Knights.jpg	Kinnebrew-Gossard	2015	(Black Friday × Spacecoast Dark Obsession)	near black with an orange red eyezone and yellow gold edge	8	38		Evergreen	bfdarko	Diurnal	Fragrant	35 in, (89 cm) 	Early,Rebloom		7 in, (18 cm) 	Tetraploid		177268
spacecoast-hot-tamales	Spacecoast Hot Tamales	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=162931	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Hot_Tamales.jpg	Kinnebrew-J.	2009	(Spacecoast Tiny Inferno × sdlg)	brilliant orange self	4	24		Evergreen	SCTIXLR	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		3.5 in, (9 cm) 	Tetraploid		162931
spacecoast-hot-topic	Spacecoast Hot Topic	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=141929	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Hot_Topic.jpg	Kinnebrew-J.	2000	(sdlg × Leonard Bernstein)	red self above yellow green throat	3	25		Evergreen	LBXSLDG	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		4 in, (10 cm) 	Tetraploid		141929
spacecoast-irish-illumination	Spacecoast Irish Illumination	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=160110	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Irish_Illumination.jpg	Kinnebrew-J.	2008	(Mike Longo × Spacecoast Hope Beacon)	bright ruffled lemon yellow self	5	50		Semi-Evergreen	ML x SC HB	Diurnal		36 in, (91 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		160110
spacecoast-lemon-pie	Spacecoast Lemon Pie			https://daylilies.org/DaylilyDB/detail.php?id=177307	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Lemon Pie.jpg	Kinnebrew-Gossard	2015	(Spacecoast Irish Illumination × (Spacecoast Jimbo Sadler × Moment in the Sun))	lemon yellow with small green throat and fringy edge	7	36		Evergreen	Irishill sdl	Diurnal	Fragrant	36 in, (91 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		177307
spacecoast-lemon-thriller	Spacecoast Lemon Thriller			https://daylilies.org/DaylilyDB/detail.php?id=183670	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast-Lemon Thriller.jpg	Kinnebrew-Gossard	2017	(Spacecoast Irish Illumination × Heman)	lemon yellow with fringy teeth and fangs, small green throat	5	28		Semi-Evergreen	irishillheman#2	Diurnal	Fragrant	37 in, (94 cm) 	Midseason,Rebloom		8.5 in, (22 cm) 	Tetraploid		183670
spacecoast-cranberry-breeze	Spacecoast Cranberry Breeze	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=45766		Kinnebrew-J.	1999	(Ida's Magic × sdlg)	cranberry self with gold edge above melon throat	3	30		Semi-Evergreen	SLDGXIM	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		45766
spacecoast-gone-bulldoggin	Spacecoast Gone Bulldoggin'	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=155349		Kinnebrew-J.	2006	(sdlg × Gavin Petit)	cream with purple eye and purple gold double edge	3	22		Semi-Evergreen	BGSdlgXGavinPetit	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		155349
spacecoast-eye-of-the-tiger	Spacecoast Eye Of The Tiger	$30.00		https://daylilies.org/DaylilyDB/detail.php?id=180228	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast-Eye-of-The-Tiger-1_1514904811.jpg	Kinnebrew-Gossard	2016	(Spacecoast Flamingo Eyes × Viva Pinata)	dark salmon pink, puple eye	5	30	Unusual FormCrispate	Semi-Evergreen	Monkiansd11	Diurnal	Fragrant	38 in, (97 cm) 	Early-Midseason,Rebloom		10 in, (25 cm) 	Tetraploid		180228
spacecoast-loose-tooth	Spacecoast Loose Tooth		sale 6 sf	https://daylilies.org/DaylilyDB/detail.php?id=162960	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Loose_Tooth.jpg	Kinnebrew-J.	2009	(sdlg × sdlg)	purple self with white teeth edge	3	18	Unusual FormCrispate	Evergreen	J (SC S T X M)	Diurnal		36 in, (91 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Tetraploid		162960
spacecoast-marmalade-tiger	Spacecoast Marmalade Tiger			https://daylilies.org/DaylilyDB/detail.php?id=180233	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast-Marmalade-Tiger-1_1514904814.jpg	Kinnebrew-Gossard	2016	((Spacecoast Francis Busby × (My Sunny Valentine × Spacecoast Blood Diamond)) × Spacecoast Saltwater Taffy)	orange with lighter watermark and edge, yellow green throat	5	24		Semi-Evergreen	bigo	Diurnal	Fragrant	34 in, (86 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Tetraploid		180233
spacecoast-modern-symmetry	Spacecoast Modern Symmetry	$25.00		https://daylilies.org/DaylilyDB/detail.php?id=160112	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Modern_Symmetry.jpg	Kinnebrew-J.	2008	(Spacecoast Behavior Pattern × Spacecoast Technical Knock Out)	dark mauve with darker purple eye above patterned yellow throat	3	20		Evergreen	SC B P x SC TKO	Diurnal		28 in, (71 cm) 	Extra Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		160112
spacecoast-moonlight-orchid	Spacecoast Moonlight Orchid			https://daylilies.org/DaylilyDB/detail.php?id=180234	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast-Moonlight-Orchid-1_1514904815.jpg	Kinnebrew-Gossard	2016	(Spacecoast Art Deco × (Catcher in the Eye × Regal Fantasy))	wine purple with cream white appliquéd throat and darker purple eyezone, petals and sepals are edged in white and purple and a yellow green throat	4	24		Semi-Evergreen	artdecof2	Diurnal	Fragrant	38 in, (97 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		180234
spacecoast-multilevel-deal	Spacecoast Multilevel Deal			https://daylilies.org/DaylilyDB/detail.php?id=165529	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Multilevel Deal.jpg	Kinnebrew-J.	2010	(Spacecoast Behavior Pattern × Regal Fantasy)	lavender purple with lighter halo and patterned throat	3	20		Evergreen		Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		165529
spacecoast-pattern-plus	Spacecoast Pattern Plus			https://daylilies.org/DaylilyDB/detail.php?id=157898	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Pattern_Plus.jpg	Kinnebrew-J.	2007	(Spacecoast Sea Shells × Lighter than Air)	lavender purple blend with darker purple eye	3	20		Semi-Evergreen	SShellsXLAir#2	Diurnal		24 in, (61 cm) 	Extra Early,Rebloom		5.75 in, (15 cm) 	Tetraploid		157898
spacecoast-pumpkin-spice	Spacecoast Pumpkin Spice			https://daylilies.org/DaylilyDB/detail.php?id=177306	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Pumpkin Spice.jpg	Kinnebrew-Gossard	2015	(Karen Stephens × Lttle Red Wagon)	heavily ruffled in red with orange undertone and has a small green throat and small gold edge	4	24		Evergreen	kslittleredw	Diurnal	Fragrant	33 in, (84 cm) 	Early,Rebloom		4.37 in, (11 cm) 	Tetraploid		177306
spacecoast-red-mammoth	Spacecoast Red Mammoth			https://daylilies.org/DaylilyDB/detail.php?id=180229	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast-Red-Mammoth-1_1514904819.jpg	Kinnebrew-Gossard	2016	(Spacecoast Sweet Tarts × Spacecoast Five O'Clock Somewhere)	bright cerise rose, starburst halo eye above green throat	4	22		Semi-Evergreen	sweettarts5oclocksdl	Diurnal	Fragrant	23 in, (58 cm) 	Early-Midseason,Rebloom		7.5 in, (19 cm) 	Tetraploid		180229
spacecoast-royal-rumble	Spacecoast Royal Rumble	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=155348	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Royal_Rumble.jpg	Kinnebrew-J.	2006	(Spacecoast Sharp Tooth × Cosmic Sensation)	large ruffled royal purple with slight white edge	3	24		Semi-Evergreen	S.ToothxCosSen	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		6.25 in, (16 cm) 	Tetraploid		155348
spacecoast-sea-shells	Spacecoast Sea Shells	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=148254	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Sea_Shells.jpg	Kinnebrew-J.	2003	(Catcher in the Eye × sdlg)	cream with purple eye and edge above yellow cream throat	4	23		Evergreen	CATCHEREYExSLDG	Diurnal		30 in, (76 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		148254
spacecoast-sonata	Spacecoast Sonata	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=10216	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Sonata.jpg	Kinnebrew-J.	1998	(Secret Splendor × sdlg)	pink blend with green throat				Evergreen	JR3XSS	Diurnal		30 in, (76 cm) 	Early		5.75 in, (15 cm) 	Tetraploid		10216
spacecoast-surprise-purple	Spacecoast Surprise Purple	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=141837	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Surprise_Purple.jpg	Kinnebrew-J.	2000	(Spacecoast Sweetness × Desert Dreams)	purple with white edge above yellow green throat	5	35		Semi-Evergreen	(DDXSS)#2	Diurnal		24 in, (61 cm) 	Early,Rebloom		5 in, (13 cm) 	Tetraploid		141837
spacecoast-sweetness	Spacecoast Sweetness			https://daylilies.org/DaylilyDB/detail.php?id=10219	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Sweetness.jpg	Kinnebrew-J.	1998	(Little Mystic Moon ×  (sdlg × Elizabeth Salter))	pink self with yellow throat	5	50		Semi-Evergreen	LMM(JR3XES)	Diurnal		21 in, (53 cm) 	Early,Rebloom		3.87 in, (10 cm) 	Tetraploid		10219
spacecoast-tasmanian-devil	Spacecoast Tasmanian Devil			https://daylilies.org/DaylilyDB/detail.php?id=177309	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast TASMANIAN DEVIL.jpg	Kinnebrew-Gossard	2015	(Spacecoast Night Vision × Spacecoast Barracuda)	black purple with a very green throat and white toothy edge	4	18		Evergreen	nightvision#1	Diurnal	Fragrant	26 in, (66 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		177309
spacecoast-technical-knock-out	Spacecoast Technical Knock out	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=149198	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Technical_Knockout.jpg	Kinnebrew-J.	2004	(Spacecoast Shiner × Mister Lucky)	deep rose with black eye and edge above yellow green throat	3	20		Semi-Evergreen	SHINxMLUCK	Diurnal		32 in, (81 cm) 	Midseason,Rebloom		4.75 in, (12 cm) 	Tetraploid		149198
spacecoast-the-green-mile	Spacecoast the Green Mile			https://daylilies.org/DaylilyDB/detail.php?id=183678	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast-The-Green-Mile.jpg	Kinnebrew-Gossard	2017	(Spacecoast Lemon Whiskers × (Spacecoast Irish Illumination × Heman))	golden yellow with very green throat and fringy edge	6	36		Semi-Evergreen	Green#1	Diurnal	Fragrant	34 in, (86 cm) 	Early-Midseason,Rebloom		8 in, (20 cm) 	Tetraploid		183678
spacecoast-tiny-perfection	Spacecoast Tiny Perfection	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=10220	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Tiny_Perfection.jpg	Kinnebrew-J.	1998	((Little Mystic Moon × (sdlg × Elizabeth Salter)) × (Little Mystic Moon × (sdlg × Elizabeth Salter)))	flesh pink self with gold edge and green throat	5	45		Semi-Evergreen	[LMM(JR3xES)]f2	Diurnal		18 in, (46 cm) 	Early,Rebloom		2.87 in, (7 cm) 	Tetraploid		10220
spacecoast-two-eyed-jack	Spacecoast Two Eyed Jack	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=155354	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast_Two_Eyed_Jack.jpg	Kinnebrew-J.	2006	(Gemini Jack × sdlg)	cream with purple eye and picotee	2	16	Double 90%	Semi-Evergreen	GemJackXSdlg	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		155354
spacecoast-velvet-valentine	Spacecoast Velvet valentine			https://daylilies.org/DaylilyDB/detail.php?id=165522	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spacecoast Velvet Valentine.jpg	Kinnebrew-J.	2010	(sdlg × Sunny Valentine)	velvet purple red with light chalky halo	3	24		Semi-Evergreen		Diurnal		26 in, (66 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		165522
spanish-masquerade	Spanish Masquerade	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=40133	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spanish_Masquerade.jpg	Munson-R.W.	1981	(Shibui Splendor × Sabie)	cream yellow with russet plum eyezone and cream throat				Evergreen		Diurnal	Fragrant	22 in, (56 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Diploid		40133
sparkling-spire	Sparkling Spire	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=170530	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SPARKLING SPIRE.jpg	Lambertson	2012	(Triassic Teeth × sdlg)	lavender petals, lighter sepals, faint blue eye and edge, white teeth, green throat	4	30		Evergreen	LL226	Diurnal		36 in, (91 cm) 	Early-Midseason,Rebloom		9 in, (23 cm) 	Tetraploid		170530
sparks-prom-queen	Sparks Prom Queen			https://daylilies.org/DaylilyDB/detail.php?id=167226	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sparks Prom Queen.jpg	Taunton-J.	2011	(Sparks Leprechauns Rainbow × Nebuchadnezzar's Furnace)	dark red with silver white highlights	5	22	Double 95%	Semi-Evergreen		Diurnal		21 in, (53 cm) 	Early-Midseason,Rebloom		4.5 in, (11 cm) 	Diploid		167226
spectral-elegance	Spectral Elegance	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=145771	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/spectral_elegance.jpg	Stamile	2002	(Ballerina on Ice × Tet. Ruffled Masterpiece)	pastel polychrome with pink overlay above green throat	5	25		Evergreen	17-A	Diurnal		23 in, (58 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		145771
spellbound-secret	Spellbound Secret	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=160892	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spellbound Secret.jpg	Salter	2009	((Happy Halloween × Fabulous Black Pearl) × Shipwreck Cove)	pale yellow with black plum eye and edge above green throat	4	38		Semi-Evergreen	scff	Diurnal		29 in, (74 cm) 	Early-Midseason		5 in, (13 cm) 	Tetraploid		160892
